ComInsee,"ComLib",EquipementId,EquNbEquIdentique,ActCode,"ActLib","EquActivitePraticable","EquActivitePratique","EquActiviteSalleSpe","ActNivLib"
49248,"Pouancé",182213,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49248,"Pouancé",182213,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49248,"Pouancé",182219,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49248,"Pouancé",182222,2,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49248,"Pouancé",182242,1,5206,"Baignade loisirs","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49248,"Pouancé",182245,1,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
49248,"Pouancé",182245,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
49248,"Pouancé",182247,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
49248,"Pouancé",256652,1,2601,"Equitation","Non","Oui","Non",
49248,"Pouancé",256652,1,2603,"Dressage","Non","Oui","Non",
49248,"Pouancé",256652,1,2604,"Saut d'obstacle","Non","Oui","Non",
49248,"Pouancé",256660,1,2601,"Equitation","Non","Oui","Non",
49248,"Pouancé",270380,1,6201,"Randonnée pédestre","Oui","Non","Non",
49248,"Pouancé",270380,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Non","Non",
49248,"Pouancé",270893,1,1101,"Basket-Ball","Oui","Oui","Non",
49248,"Pouancé",270893,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non",
49248,"Pouancé",270895,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49248,"Pouancé",281214,1,1001,"Fosse universelle","Oui","Oui","Non",
49248,"Pouancé",290054,1,6101,"Planeur ULM / Multiaxe / Pendulaire / Paramoteur / Motorisations auxiliaires / Autogire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49248,"Pouancé",290054,1,201,"Formule racer / Vol à moteur / Voltige aérienne/Rallye aérien/Pilotage précision","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49248,"Pouancé",290055,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49248,"Pouancé",290057,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49248,"Pouancé",290058,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49249,"Pouëze",68385,1,8001,"Tennis de table","Oui","Oui","Oui","Compétition départementale"
49249,"Pouëze",68385,1,7901,"Tennis","Oui","Oui","Oui","Compétition départementale"
49249,"Pouëze",68385,1,1101,"Basket-Ball","Oui","Oui","Non","Compétition départementale"
49249,"Pouëze",68385,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Non","Oui","Non défini"
49249,"Pouëze",68385,1,3701,"Handball / Mini hand / Handball de plage","Oui","Non","Non","Non défini"
49249,"Pouëze",68385,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
49249,"Pouëze",68385,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49249,"Pouëze",68387,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
49249,"Pouëze",68388,1,7901,"Tennis","Oui","Oui","Non","Entrainement"
49249,"Pouëze",68389,1,1101,"Basket-Ball","Oui","Oui","Non","Compétition régionale"
49249,"Pouëze",73345,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49249,"Pouëze",134069,2,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49249,"Pouëze",134094,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
49249,"Pouëze",134109,1,7204,"Boules traditionnelles","Oui","Oui","Oui","Compétition départementale"
49249,"Pouëze",134141,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49249,"Pouëze",134144,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49250,"Prévière",69811,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49250,"Prévière",133719,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49250,"Prévière",133721,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non",
49251,"Pruillé",67605,1,7901,"Tennis","Oui","Oui","Non",
49251,"Pruillé",180270,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49251,"Pruillé",180273,1,8001,"Tennis de table","Oui","Oui","Oui","Loisir - Entretien - Remise en forme"
49251,"Pruillé",180273,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49251,"Pruillé",180273,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49251,"Pruillé",270558,1,6201,"Randonnée pédestre","Oui","Oui","Non",
49251,"Pruillé",280880,1,1701,"Canoë de randonnée","Oui","Non","Non",
49251,"Pruillé",280882,1,1701,"Canoë de randonnée","Oui","Non","Non",
49251,"Pruillé",281236,1,1701,"Canoë de randonnée","Oui","Oui","Non",
49251,"Pruillé",281237,1,1701,"Canoë de randonnée","Oui","Oui","Non",
49252,"Puiset-Doré",72222,1,7901,"Tennis","Oui","Non","Non",
49252,"Puiset-Doré",72222,1,1101,"Basket-Ball","Oui","Non","Non",
49252,"Puiset-Doré",72222,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non",
49252,"Puiset-Doré",133482,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49252,"Puiset-Doré",270753,1,6201,"Randonnée pédestre","Oui","Non","Non",
49252,"Puiset-Doré",346661,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49252,"Puiset-Doré",346662,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49252,"Puiset-Doré",346667,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49253,"Puy-Notre-Dame",69622,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
49253,"Puy-Notre-Dame",69623,1,7901,"Tennis","Oui","Oui","Oui","Compétition départementale"
49253,"Puy-Notre-Dame",69623,1,1101,"Basket-Ball","Oui","Oui","Non","Compétition départementale"
49253,"Puy-Notre-Dame",69623,1,3701,"Handball / Mini hand / Handball de plage","Oui","Non","Non","Loisir - Entretien - Remise en forme"
49253,"Puy-Notre-Dame",69623,1,2901,"Football / Football en salle (Futsal)","Oui","Non","Non","Loisir - Entretien - Remise en forme"
49253,"Puy-Notre-Dame",136117,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49253,"Puy-Notre-Dame",136150,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49253,"Puy-Notre-Dame",136150,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49253,"Puy-Notre-Dame",266472,1,6201,"Randonnée pédestre","Oui","Non","Non",
49253,"Puy-Notre-Dame",266472,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Non","Non",
49253,"Puy-Notre-Dame",266473,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Non","Non",
49253,"Puy-Notre-Dame",266473,1,6201,"Randonnée pédestre","Oui","Non","Non",
49253,"Puy-Notre-Dame",266473,1,2608,"Randonnée équestre","Oui","Non","Non",
49253,"Puy-Notre-Dame",346688,2,1101,"Basket-Ball","Oui","Non","Non","Loisir - Entretien - Remise en forme"
49253,"Puy-Notre-Dame",346688,2,8001,"Tennis de table","Oui","Non","Non","Loisir - Entretien - Remise en forme"
49253,"Puy-Notre-Dame",346692,1,2901,"Football / Football en salle (Futsal)","Oui","Non","Non","Loisir - Entretien - Remise en forme"
49254,"Querré",69968,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49254,"Querré",138266,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49256,"Rablay-sur-Layon",67984,1,7204,"Boules traditionnelles","Oui","Oui","Oui","Compétition départementale"
49256,"Rablay-sur-Layon",70204,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49256,"Rablay-sur-Layon",180468,1,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
49256,"Rablay-sur-Layon",270113,1,6201,"Randonnée pédestre","Oui","Oui","Non",
49257,"Rairies",67365,1,7204,"Boules traditionnelles","Oui","Oui","Oui","Compétition départementale"
49257,"Rairies",69969,1,7204,"Boules traditionnelles","Oui","Oui","Oui","Compétition départementale"
49257,"Rairies",72885,1,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49257,"Rairies",72886,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
49257,"Rairies",136360,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49257,"Rairies",136388,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
49257,"Rairies",308331,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49258,"Renaudière",67421,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49258,"Renaudière",347278,1,6201,"Randonnée pédestre","Oui","Non","Non","Loisir - Entretien - Remise en forme"
49259,"Rochefort-sur-Loire",67339,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Compétition départementale"
49259,"Rochefort-sur-Loire",67340,1,1201,"Billard (Français (carambole),Snooker,Anglais,Américain)","Oui","Oui","Non",
49259,"Rochefort-sur-Loire",67341,1,7204,"Boules traditionnelles","Oui","Oui","Oui","Compétition départementale"
49259,"Rochefort-sur-Loire",68009,1,7901,"Tennis","Oui","Oui","Oui",
49259,"Rochefort-sur-Loire",68009,1,701,"Badminton, Jeu de volant","Oui","Oui","Oui","Loisir - Entretien - Remise en forme"
49259,"Rochefort-sur-Loire",68010,2,7901,"Tennis","Oui","Oui","Non",
49259,"Rochefort-sur-Loire",68011,1,1101,"Basket-Ball","Oui","Oui","Non",
49259,"Rochefort-sur-Loire",68436,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49259,"Rochefort-sur-Loire",68553,1,5206,"Baignade loisirs","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49259,"Rochefort-sur-Loire",68553,1,5208,"Aquagym","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49259,"Rochefort-sur-Loire",68553,1,5201,"Natation course sportive","Oui","Non","Non",
49259,"Rochefort-sur-Loire",72848,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49259,"Rochefort-sur-Loire",180526,1,3402,"Gymnastique Rythmique","Oui","Oui","Non",
49259,"Rochefort-sur-Loire",180526,1,3408,"Gymnastique Acrobatique","Oui","Oui","Non",
49259,"Rochefort-sur-Loire",180526,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49259,"Rochefort-sur-Loire",251039,1,5201,"Natation course sportive","Oui","Non","Non",
49259,"Rochefort-sur-Loire",251039,1,5206,"Baignade loisirs","Oui","Non","Non",
49259,"Rochefort-sur-Loire",277778,1,2609,"Course sur le plat","Oui","Oui","Non",
49259,"Rochefort-sur-Loire",302676,1,2601,"Equitation","Oui","Oui","Non","Compétition départementale"
49259,"Rochefort-sur-Loire",347281,1,2601,"Equitation","Oui","Oui","Non","Compétition départementale"
49259,"Rochefort-sur-Loire",347322,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49259,"Rochefort-sur-Loire",347323,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49259,"Rochefort-sur-Loire",347324,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49260,"Romagne",67620,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
49260,"Romagne",67622,1,1101,"Basket-Ball","Oui","Non","Non",
49260,"Romagne",67622,1,7901,"Tennis","Oui","Non","Oui",
49260,"Romagne",67622,1,3701,"Handball / Mini hand / Handball de plage","Oui","Non","Non",
49260,"Romagne",67622,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49260,"Romagne",67622,1,701,"Badminton, Jeu de volant","Oui","Non","Oui",
49260,"Romagne",67622,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Oui",
49260,"Romagne",67622,1,8001,"Tennis de table","Oui","Oui","Oui",
49260,"Romagne",67622,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49260,"Romagne",67622,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Scolaire"
49260,"Romagne",67623,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49260,"Romagne",67624,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49260,"Romagne",67624,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49260,"Romagne",134156,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49260,"Romagne",134164,1,4802,"Escalade","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49260,"Romagne",134168,1,2202,"Bicross (BMX)","Oui","Oui","Non","Entrainement"
49260,"Romagne",134173,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49260,"Romagne",270805,1,6201,"Randonnée pédestre","Oui","Non","Non",
49260,"Romagne",339484,1,8001,"Tennis de table","Oui","Oui","Non","Compétition internationale"
49260,"Romagne",347335,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49260,"Romagne",347336,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49261,"Rosiers-sur-Loire",66448,1,3701,"Handball / Mini hand / Handball de plage","Oui","Non","Non","Non défini"
49261,"Rosiers-sur-Loire",66448,1,1101,"Basket-Ball","Oui","Oui","Non","Compétition départementale"
49261,"Rosiers-sur-Loire",66448,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Non","Non","Non défini"
49261,"Rosiers-sur-Loire",66448,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49261,"Rosiers-sur-Loire",66448,1,3403,"Gymnastique Aérobic","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49261,"Rosiers-sur-Loire",67208,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49261,"Rosiers-sur-Loire",68132,1,7204,"Boules traditionnelles","Oui","Oui","Oui","Compétition départementale"
49261,"Rosiers-sur-Loire",68548,2,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49261,"Rosiers-sur-Loire",68549,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
49261,"Rosiers-sur-Loire",68723,1,7204,"Boules traditionnelles","Oui","Oui","Oui","Compétition départementale"
49261,"Rosiers-sur-Loire",70422,1,5201,"Natation course sportive","Oui","Oui","Non","Entrainement"
49261,"Rosiers-sur-Loire",70422,1,5206,"Baignade loisirs","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49261,"Rosiers-sur-Loire",70626,1,7204,"Boules traditionnelles","Oui","Oui","Oui","Compétition départementale"
49261,"Rosiers-sur-Loire",73498,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
49261,"Rosiers-sur-Loire",73499,2,7901,"Tennis","Oui","Oui","Non","Compétition départementale"
49261,"Rosiers-sur-Loire",266874,1,4301,"Judo / Jujitsu / Taïso","Oui","Oui","Non","Compétition régionale"
49261,"Rosiers-sur-Loire",267102,1,5206,"Baignade loisirs","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49261,"Rosiers-sur-Loire",267127,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Scolaire"
49261,"Rosiers-sur-Loire",267131,2,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
49261,"Rosiers-sur-Loire",267138,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49261,"Rosiers-sur-Loire",267138,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49261,"Rosiers-sur-Loire",267138,1,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49261,"Rosiers-sur-Loire",309251,2,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49261,"Rosiers-sur-Loire",309251,2,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49261,"Rosiers-sur-Loire",345002,1,3301,"Golf","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49261,"Rosiers-sur-Loire",345027,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49261,"Rosiers-sur-Loire",345028,1,3404,"Expression gymnique","Oui","Oui","Non","Scolaire"
49261,"Rosiers-sur-Loire",345028,1,2402,"Autres Danses","Oui","Oui","Non","Scolaire"
49261,"Rosiers-sur-Loire",345028,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Scolaire"
49262,"Rou-Marson",67050,1,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
49262,"Rou-Marson",73605,1,7901,"Tennis","Oui","Oui","Non",
49262,"Rou-Marson",180286,2,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49262,"Rou-Marson",270857,1,6201,"Randonnée pédestre","Oui","Oui","Non",
49262,"Rou-Marson",270857,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non",
49263,"Roussay",66595,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
49263,"Roussay",70385,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49263,"Roussay",180368,1,1101,"Basket-Ball","Oui","Oui","Non","Compétition départementale"
49263,"Roussay",180368,1,7901,"Tennis","Oui","Non","Oui","Loisir - Entretien - Remise en forme"
49263,"Roussay",180368,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Non","Oui","Loisir - Entretien - Remise en forme"
49263,"Roussay",180368,1,2901,"Football / Football en salle (Futsal)","Oui","Non","Non","Loisir - Entretien - Remise en forme"
49263,"Roussay",180368,1,8001,"Tennis de table","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49263,"Roussay",180368,1,8201,"Tir à l'arc","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49263,"Roussay",180368,1,3701,"Handball / Mini hand / Handball de plage","Oui","Non","Non","Loisir - Entretien - Remise en forme"
49263,"Roussay",180368,1,701,"Badminton, Jeu de volant","Oui","Non","Oui","Loisir - Entretien - Remise en forme"
49263,"Roussay",180391,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49263,"Roussay",180396,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49264,"Saint-André-de-la-Marche",67247,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49264,"Saint-André-de-la-Marche",180229,1,1101,"Basket-Ball","Oui","Oui","Non",
49264,"Saint-André-de-la-Marche",180233,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
49264,"Saint-André-de-la-Marche",180235,1,3701,"Handball / Mini hand / Handball de plage","Oui","Non","Non",
49264,"Saint-André-de-la-Marche",180235,1,2901,"Football / Football en salle (Futsal)","Oui","Non","Non",
49264,"Saint-André-de-la-Marche",180235,1,701,"Badminton, Jeu de volant","Oui","Non","Oui",
49264,"Saint-André-de-la-Marche",180235,1,3404,"Expression gymnique","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49264,"Saint-André-de-la-Marche",180235,1,1101,"Basket-Ball","Oui","Non","Non",
49264,"Saint-André-de-la-Marche",180235,1,7901,"Tennis","Oui","Non","Oui",
49264,"Saint-André-de-la-Marche",180235,1,8001,"Tennis de table","Oui","Non","Oui",
49264,"Saint-André-de-la-Marche",180235,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Non","Oui",
49264,"Saint-André-de-la-Marche",180240,1,701,"Badminton, Jeu de volant","Oui","Non","Oui",
49264,"Saint-André-de-la-Marche",180240,1,7901,"Tennis","Oui","Non","Oui",
49264,"Saint-André-de-la-Marche",180240,1,1101,"Basket-Ball","Oui","Non","Non",
49264,"Saint-André-de-la-Marche",180240,1,8001,"Tennis de table","Oui","Non","Oui",
49264,"Saint-André-de-la-Marche",180240,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Non","Oui",
49264,"Saint-André-de-la-Marche",180241,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49264,"Saint-André-de-la-Marche",180253,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49264,"Saint-André-de-la-Marche",320483,1,7203,"Sports boules","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49265,"Saint-Aubin-de-Luigné",66623,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49265,"Saint-Aubin-de-Luigné",66884,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49265,"Saint-Aubin-de-Luigné",66884,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49265,"Saint-Aubin-de-Luigné",66884,1,2608,"Randonnée équestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49265,"Saint-Aubin-de-Luigné",66942,1,7204,"Boules traditionnelles","Oui","Oui","Oui","Compétition départementale"
49265,"Saint-Aubin-de-Luigné",165263,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49265,"Saint-Aubin-de-Luigné",165263,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49265,"Saint-Aubin-de-Luigné",165263,1,2608,"Randonnée équestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49265,"Saint-Aubin-de-Luigné",165283,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
49265,"Saint-Aubin-de-Luigné",165284,1,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49265,"Saint-Aubin-de-Luigné",165287,1,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49265,"Saint-Aubin-de-Luigné",165292,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49265,"Saint-Aubin-de-Luigné",165292,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49265,"Saint-Aubin-de-Luigné",269442,1,301,"Aérostation","Oui","Oui","Non",
49265,"Saint-Aubin-de-Luigné",347317,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49266,"Saint-Augustin-des-Bois",69539,1,7901,"Tennis","Oui","Non","Oui",
49266,"Saint-Augustin-des-Bois",69539,1,1101,"Basket-Ball","Oui","Oui","Non",
49266,"Saint-Augustin-des-Bois",69539,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Non","Oui",
49266,"Saint-Augustin-des-Bois",69539,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49266,"Saint-Augustin-des-Bois",69539,1,3404,"Expression gymnique","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49266,"Saint-Augustin-des-Bois",69539,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49266,"Saint-Augustin-des-Bois",69539,1,701,"Badminton, Jeu de volant","Oui","Oui","Non",
49266,"Saint-Augustin-des-Bois",69539,1,101,"Aéromodélisme","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49266,"Saint-Augustin-des-Bois",69678,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
49266,"Saint-Augustin-des-Bois",180309,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
49266,"Saint-Augustin-des-Bois",180331,1,2202,"Bicross (BMX)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49266,"Saint-Augustin-des-Bois",180331,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49266,"Saint-Augustin-des-Bois",180341,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49266,"Saint-Augustin-des-Bois",270418,1,6201,"Randonnée pédestre","Oui","Oui","Non",
49266,"Saint-Augustin-des-Bois",270418,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non",
49266,"Saint-Augustin-des-Bois",270418,1,2608,"Randonnée équestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49266,"Saint-Augustin-des-Bois",270425,1,6201,"Randonnée pédestre","Oui","Oui","Non",
49266,"Saint-Augustin-des-Bois",270425,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non",
49266,"Saint-Augustin-des-Bois",270425,1,2608,"Randonnée équestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49266,"Saint-Augustin-des-Bois",344196,2,6001,"Pétanque et jeu provencal","Oui","Oui","Non",
49267,"Saint-Barthélemy-d'Anjou",66645,1,6001,"Pétanque et jeu provencal","Non","Oui","Non","Loisir - Entretien - Remise en forme"
49267,"Saint-Barthélemy-d'Anjou",66646,1,2202,"Bicross (BMX)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49267,"Saint-Barthélemy-d'Anjou",66646,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49267,"Saint-Barthélemy-d'Anjou",66647,1,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49267,"Saint-Barthélemy-d'Anjou",67333,1,2601,"Equitation","Oui","Oui","Non","Compétition nationale"
49267,"Saint-Barthélemy-d'Anjou",67333,1,2603,"Dressage","Oui","Oui","Non","Compétition nationale"
49267,"Saint-Barthélemy-d'Anjou",67334,1,2601,"Equitation","Oui","Oui","Non","Compétition nationale"
49267,"Saint-Barthélemy-d'Anjou",67334,1,2603,"Dressage","Oui","Oui","Non","Compétition nationale"
49267,"Saint-Barthélemy-d'Anjou",67791,1,3602,"Musculation","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
49267,"Saint-Barthélemy-d'Anjou",67793,1,3401,"Gymnastique Artistique","Oui","Oui","Non","Compétition départementale"
